,song,predict
539,Hot Tub Dream Machine-tobi lou.wav,23
540,superpretty-boylife.wav,25
541,Lifetime (Original Track by Romy)-CIFIKA.wav,9
542,Secrets (Your Fire)-Magdalena Bay.wav,22
543,Working For The Weekend (feat. bbno$)-MAX.wav,23
544,go with u-Baynk.wav,21
545,Something Got Between Us-The Jungle Giants.wav,36
546,Sweet (feat. Landon Sears)-Bren Joy.wav,23
547,FORCE OF HABIT-Paris Texas.wav,3
548,I Was Sad Last Night I'm OK Now-tobi lou.wav,21
549,100 Degrees-Rich Brian.wav,21
550,"Lucky Nights-Lucas Estrada, Discrete, Chris Collins.wav",33
551,Don't Care-Rich Brian.wav,21
552,YOUNG LOVE-Leon Sapphire.wav,11
553,Precious-Livingroom..wav,1
554,"In the Dark-Swae Lee, Jhene Aiko.wav",32
555,Straightjacket-Quinn XCII.wav,30
556,Backseat (with Brasstracks)-goodboy noah.wav,11
557,Talk About It-Foley.wav,21
558,SPICY-CL.wav,21
559,Truth Hurts-Lizzo.wav,23
560,Paranoid-Lauv.wav,21
561,Sucker Punch-Sigrid.wav,21
562,Comfortable-Lauv.wav,23
563,Elle me dit-MIKA.wav,20
564,Fun-Selena Gomez.wav,31
565,Disco Yes (Feat. Poppy Ajudha)-Tom Misch.wav,21
566,Sweet Talk-Saint Motel.wav,4
567,Changing Of The Seasons-Two Door Cinema Club.wav,20
568,Something In The Way You Move-Ellie Goulding.wav,20
569,Twist And Shout (Remastered 2009)-The Beatles.wav,12
570,Say You'll Be There-Spice Girls.wav,0
571,Cool-Dua Lipa.wav,23
572,Stardust (Album Version)-MIKA.wav,20
573,Bad Decisions-Two Door Cinema Club.wav,20
574,Live Your Life-Yuna.wav,11
575,Drive-Oh Wonder.wav,11
576,Rollin (Feat. Future & Khalid)-Calvin Harris.wav,11
577,"Friends-Justin Bieber, BloodPop®.wav",22
578,Cloud-Sue Museum.wav,0
579,Give Me Your Forever-Zack Tabudlo.wav,8
580,carpool-Zachary Knowles.wav,11
581,Sandman-Ed Sheeran.wav,11
582,Fire In The Sky-Anderson .Paak.wav,22
583,HOME-Rendy Pandugo.wav,16
584,"On Time-Surfaces, Quinn XCII.wav",21
585,Damn Bean-John-Robert.wav,23
586,Hand Me Downs-Mac Miller.wav,23
587,Roses-The Band CAMINO.wav,20
588,House of Cards-Sophia Alexa.wav,11
589,Nobody's Love-Maroon 5.wav,11
590,as long as you care-Ruel.wav,11
591,Keep It Gold-Surfaces.wav,1
592,Free Time-Ruel.wav,11
593,Reason To Stay-Brett Young.wav,9
594,"Be Like That-Kane Brown, Swae Lee, Khalid.wav",21
595,Thoughts-Michael Schulte.wav,5
596,Sunday Best-Surfaces.wav,11
597,Ready-Sam Fischer.wav,8
598,Watching You Walk Away-Stephen Puth.wav,22
599,head first-Christian French.wav,11
600,Only Human-Jonas Brothers.wav,1
601,PARTY! (feat. Stevan)-ROMderful.wav,19
602,There For You-Martin Garrix.wav,13
603,Hysterical Us-Magdalena Bay.wav,13
604,Grace-ADOY.wav,0
605,Before You Get a Boyfriend.-Phony PPL.wav,25
606,"Gidget (Feat. Anderson .Paak, T.Nava)-Free Nationals.wav",22
607,Hold It Together-The Marías.wav,11
608,ALIENS!-ROMderful.wav,11
609,Cologne-beabadoobee.wav,29
610,My Love-Maye.wav,14
611,Something for 2-Magdalena Bay.wav,20
612,Killshot (Slowed + Reverb)-Magdalena Bay.wav,20
613,Say Can You Hear (Garage Session)-Men I Trust.wav,0
614,addicted.-will hyde.wav,1
615,Share This Dance-Mild Orange.wav,10
616,"Stay-Mac Ayres, Jack Dine, Chris Anderson.wav",37
617,Traffic-reggie.wav,22
618,Procrastinate-Ruby Francis.wav,1
619,Come Back Home-Lowhi.wav,13
620,2nd Nature-Kara Marni.wav,11
621,you won’t be there for me-slchld.wav,17
622,over u.-will hyde.wav,21
623,Those Days-ZUHAIR.wav,11
624,Moonlight-92914.wav,5
625,Numb (Garage Session)-Men I Trust.wav,1
626,Meet Me in Amsterdam-RINI.wav,23
627,Nectar-Raveena.wav,11
628,All I Really Want Is You-The Marías.wav,1
629,Blue Lights-Jorja Smith.wav,1
630,원래 좋아하면 이렇게 되나 봐-소각소각.wav,11
631,TALK BACK-Raheaven.wav,21
632,"손을 잡는다거나, 같이 걷는다거나-적재.wav",1
633,About Us (Feat. Filipe Santos)-vvav (웨이브).wav,11
634,Darling-선우정아.wav,11
635,"You're All I Need To Get By (Duet Version)-Emilia Jones, Ferdia Walsh-Peelo.wav",7
636,dancing without music-Brdgs.wav,1
637,Biblical-Calum Scott.wav,11
638,Ring Pop (Stripped)-JAX.wav,11
639,Home-Peder Elias.wav,8
640,Daddy-Coldplay.wav,5
641,Places We Won't Walk-Bruno Major.wav,1
642,If You Love Her-Forest Blakk.wav,0
643,gone gone gone (dream edit)-HONNE.wav,0
644,Santa's Real-Sasha Alex Sloan.wav,1
645,Like My Father (Acoustic Version)-JAX.wav,8
646,The Usual-Sam Fischer.wav,11
647,"Summer Of Love-Shawn Mendes, Tainy.wav",31
648,alright-keshi.wav,11
649,"Chasing Stars (Stripped) (Feat. James Bay)-Alesso, Marshmello.wav",5
650,Golden-Harry Styles.wav,9
651,That's Us-Anson Seabra.wav,14
652,925-Ardhito Pramono.wav,17
653,"To Begin Again-Ingrid Michaelson, ZAYN.wav",7
654,Lie To Me-5 Seconds of Summer.wav,23
655,Hate Me-Miley Cyrus.wav,19
656,Hollow-James Smith.wav,14
657,Ghost Of You-5 Seconds of Summer.wav,1
658,lowkey-NIKI.wav,21
659,On the Low-Justin Park.wav,21
660,Wildfire-Cautious Clay.wav,17
661,Bussdown (Feat. Shaybo)-Jorja Smith.wav,23
662,Day 1 ◑ (Brooklyn Session)-HONNE.wav,1
663,Checklist (feat. Chromeo)-MAX.wav,30
664,Lying Together-FKJ.wav,13
665,"Tadow-Masego, FKJ.wav",11
666,"I Like U, But I Love Me-Maxine.wav",11
667,Be Honest (feat. Burna Boy)-Jorja Smith.wav,1
668,golden feeling since june-Public Library Commute.wav,23
669,Turn The Music Up-PREP.wav,25
670,Holiday-Ruth B.wav,11
671,Tree Among Shrubs-Men I Trust.wav,5
672,On and On-PREP.wav,23
673,Better-Jeremy Passion.wav,23
674,Lover Boy-Phum Viphurit.wav,13
675,i <3 u-Boy Pablo.wav,5
676,Twenties-Bren Joy.wav,23
677,Call Me (Alex Adair Remix) (Feat. MIMI)-Neiked.wav,21
678,my intentions-Funbi.wav,27
679,"Naked-Jonas Blue, MAX.wav",22
680,Nana-Polo & Pan.wav,23
681,Chemicals-SG Lewis.wav,22
682,Bloom-Surfaces.wav,1
683,Pacific-Billy Bahama.wav,10
684,Ocean Drive-Duke Dumont.wav,20
685,"Kyiv-Tom Misch, Yussef Dayes.wav",0
686,Tonight (I Wish I Was Your Boy)-The 1975.wav,23
687,Veg Out (Wasting Thyme)-Masego.wav,21
688,Dead Celebrities-easy life.wav,23
689,Just Like You-Emotional Oranges.wav,19
690,"Unfamiliar-Seeb, Goodboys, HRVY.wav",38
691,X (Feat. KAROL G)-Jonas Brothers.wav,39
692,Stupid Love-Lady Gaga.wav,22
693,The Fall-Rhye.wav,5
694,"Someone That Loves You-HONNE, Izzy Bizu.wav",20
695,Let Me Down Slow (Acoustic)-New Hope Club.wav,1
696,Midnight Train-Sam Smith.wav,11
697,Unlovable (feat. Rudimental)-Anne-Marie.wav,21
698,"Something Like This? (Feat. Lydia Lee, L-Like)-DIDI HAN.wav",13
699,Desire (Gryffin Remix)-Years & Years.wav,11
700,No Therapy (Feat. Nea & Bryn Christopher)-Felix Jaehn.wav,19
701,"Heard About Me (Feat. Nea)-Dimitri Vegas & Like Mike, Felix Jaehn.wav",21
702,"Remember-Gryffin, ZOHARA.wav",20
703,"Too Much (Feat. Usher)-Marshmello, Imanbek.wav",21
704,"Secrets-Regard, RAYE.wav",25
705,WTF Do I Know-Miley Cyrus.wav,21
706,"The Business, Pt. II-Tiesto, Ty Dolla $ign.wav",22
707,"Kings & Queens, Pt. 2 (feat. Lauv & Saweetie)-Ava Max.wav",21
708,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)-Ty Dolla $ign.wav",21
709,Through Enough (Feat. GoldLink)-VanJess.wav,31
710,Lie Like This-Julia Michaels.wav,30
711,Fixerupper-Tayla Parx.wav,25
712,System-Tayla Parx.wav,21
713,"God Is A Dancer-Tiesto, Mabel.wav",31
714,Confetti (Feat. Saweetie)-Little Mix.wav,21
715,Good In Bed-Dua Lipa.wav,25
716,Toi et moi-Paradis.wav,20
717,"Hey Look Ma, I Made It-Panic! At The Disco.wav",20
718,Acacia-Bump Of Chicken.wav,4
719,Dancing's Not A Crime-Panic! At The Disco.wav,4
720,真っ赤なLip (새빨간 Lip) - 애니메이션 「명탐정 코난」 OP 테마-Wands.wav,4
721,Niji-Suda Masaki.wav,0
722,From the Edge (feat. LiSA)-FictionJunction.wav,9
723,Make you happy-NiziU (니쥬).wav,36
724,Emerald-back number.wav,12
725,Mela!-Ryokuousyoku Syakai.wav,20
726,Hakujitsu-King Gnu.wav,13
727,"Stand by me, Stand by you.-平井 大.wav",21
728,Machigaisagashi-Suda Masaki.wav,0
729,Parabola-Official髭男dism.wav,4
730,silent-SEKAI NO OWARI.wav,0
731,Eat The Wind-Yorushika.wav,23
732,Uma to Shika-Yonezu Kenshi.wav,11
733,STAYIN' ALIVE-Juju.wav,10
734,On This Day We Say Goodbye-Aimyon.wav,12
735,Hoshikageno Yell-GReeeeN.wav,3
736,Dropout-SEKAI NO OWARI.wav,0
